#  file: global_CCl4_MM.dat
#  
#  Atmospheric measurements of CCl4 (Carbon Tetrachloride, CT)
#  
#  Measurements are from the NOAA/ESRL/GMD/HATS flask program 
#  (http://www.esrl.noaa.gov/gmd/hats/flask/flasks.html).
#  Instrument ID: Otto
#  
#  Location: Global -- Monthly Global-Hemispheric Means
#  See http://www.esrl.noaa.gov/gmd/dv/site/site_table.html#hats_flask for
#  more information about flask sampling sites.
#  
#  The data reported are from samples collected approximately once per week in
#  matching, concurrent, flask pairs and later analyzed on a gas chromatograph
#  with electron capture detection (GC-ECD) located in Boulder, Colorado, USA.
#  This system uses two standard reference gases for calibration and has been
#  in operation since very early in 1995.
#  
#  CCl4 loss during storage in stainless-steel canisters arises most commonly at
#  high-latitude and/or high-altitude sites where the air is dry (i.e. ALT, BRW,
#  MLO, NWR, and SPO -- especially in winter). Extra efforts have been made to
#  flag samples suspected of suffering from this known artifact, thereby barring
#  them from inclusion in monthly mean estimates. The user is cautioned,
#  however, that small biases to the low side may nevertheless remain. 
#  
#  These data represent monthly global and hemispheric mean estimates computed
#  using data from the monthly companion files named *_CCl4_MM.dat, where *
#  refers to a 3-character baseline site code. For any given month in the more
#  recent period, data from as many as 12 sites may be used to derive the global
#  mean, including as many as 4 sites in the southern hemisphere and up to 8 in
#  the northern hemisphere. From north to south, these baseline sites include
#  ALT, SUM, BRW, MHD, THD, NWR, MLO, KUM, SMO, CGO, PSA, and SPO:
#  
#      ALT - Alert, Canada                82.45 N    62.51 W    190 m 
#      SUM - Summit, Greenland            72.60 N    38.42 W   3209 m 
#      BRW - Barrow, Alaska               71.32 N   156.61 W     11 m
#      MHD - Mace Head, Ireland           53.33 N     9.90 W      5 m 
#      THD - Trinidad Head, California    41.05 N   124.15 W    107 m 
#      NWR - Niwot Ridge, Colorado        40.05 N   105.59 W   3523 m 
#      MLO - Mauna Loa, Hawaii            19.54 N   155.58 W   3397 m
#      KUM - Cape Kumukahi, Hawaii        19.52 N   154.82 W      3 m 
#      SMO - Tutuila, Samoa               14.25 S   170.56 W     42 m 
#      CGO - Cape Grim, Tasmania          40.68 S   144.69 E     94 m 
#      PSA - Palmer Station, Antarctica   64.92 S    64.00 W     10 m
#      SPO - South Pole, Antarctica       89.98 S    24.80 W   2810 m
#  
#  The global and hemispheric uncertainties reported here are bootstrapped from
#  1000 'resamples' of the input monthly means drawn in accordance with the
#  uncertainties reported in the companion files.
#  
#  The limited number of stations in the southern hemisphere, in combination
#  with the dry-air-in-stainless-steel artifact issue mentioned above that
#  severely affects the early SPO data, and the late onset of sampling at PSA,
#  precludes the availability of reliable measurements that are representative
#  of the southern high latitudes prior to the year 2001. Therefore, southern
#  hemispheric means from this period are derived entirely from measurements at
#  SMO and CGO after using these data to manufacture extended data ranges for
#  SPO and PSA based on observed gradients across the southern hemisphere during
#  the period after 2001 when all four stations were reporting reliable data. An
#  effort to modestly compensate for gradient changes as the data is pushed
#  backward in time toward the CCl4 growth-to-decay turnover point (~1991) was
#  also made. Uncertainties for the manufactured data were estimated by
#  combining the uncertianties for SMO/CGO with an additional uncertainty
#  derived from the gradient estimates. These extended SPO/PSA data were then
#  weighted in the normal fashion against the SMO/CGO data for computing the
#  southern hemispheric and global means. The uncertainties were bootstrapped as
#  described above after incorporating this manufactured data into the
#  computation.
#  
#  PIs: Dr. James W. Elkins, Dr. Bradley D. Hall, 
#       Debra J. Mondeel, J. David Nance
#  
#  National Oceanic and Atmospheric Administration (NOAA)
#  Earth System Research Laboratory (ESRL)
#  325 Broadway, R/GMD1
#  Boulder, CO 80305-3328
#  
#  Email:  James.W.Elkins@noaa.gov;   Bradley.Hall@noaa.gov
#  Phone:      (303) 497-6224            (303) 497-7011     
#  
#  Email:  Debra.J.Mondeel@noaa.gov;  David.Nance@noaa.gov
#  Phone:      (303) 497-6013            (303) 497-7002
#  
#  Fax:   (303) 497-6290
#  
#  Data use policy:
#  If you use this data in a publication or report, we would appreciate that you
#  contact the principal investigators (PIs) first and discuss your interests. 
#  The PIs can discuss the quality of the data and any potential problems with
#  its analysis. Please contact the PIs for more information. The data should
#  be cited in presentations or publications along the following lines: Carbon Tetrachloride
#  data from the NOAA/ESRL halocarbons flask program.
#  
#  Calibration scale: NOAA 2008
#  See http://www.esrl.noaa.gov/gmd/ccl/scales.html for more information about
#  calibration scales.
#  
#  Units: ppt
#  
#  Mising value: "nan"
#  
#  Data Columns:
#      yr      Year
#      mon     Month
#      NHm     Northern Hemispheric mean concentration of CCl4 in ppt
#      NHsd    Northern Hemispheric standard deviation
#      SHm     Southern Hemispheric mean concentration
#      SHsd    Southern Hemispheric standard deviation
#      GLm     Global mean concentration
#      GLsd    Global standard deviation
#  
CCl4ottoyr CCl4ottomon CCl4ottoNHm CCl4ottoNHsd CCl4ottoSHm CCl4ottoSHsd CCl4ottoGLm CCl4ottoGLsd
1996   1       nan       nan       nan       nan       nan       nan
1996   2       nan       nan       nan       nan       nan       nan
1996   3       nan       nan       nan       nan       nan       nan
1996   4   105.318     0.197   102.969     0.238   104.144     0.155
1996   5   105.032     0.193   102.754     0.287   103.893     0.174
1996   6   105.327     0.277   103.086     0.273   104.207     0.191
1996   7   105.250     0.171   103.021     0.233   104.136     0.147
1996   8   104.855     0.239   102.817     0.213   103.836     0.161
1996   9   104.909     0.248   102.813     0.441   103.861     0.254
1996  10   104.735     0.234   102.868     0.435   103.801     0.250
1996  11   104.709     0.280   102.241     0.291   103.475     0.205
1996  12   104.213     0.228   102.640     0.278   103.427     0.176
1997   1   104.162     0.225   102.510     0.233   103.336     0.157
1997   2   104.221     0.293   102.411     0.235   103.316     0.184
1997   3   104.121     0.285   102.452     0.382   103.287     0.236
1997   4   104.262     0.272   102.243     0.194   103.252     0.170
1997   5   104.351     0.220   102.025     0.205   103.188     0.149
1997   6   104.121     0.222   102.327     0.209   103.224     0.154
1997   7   103.928     0.237   101.899     0.244   102.914     0.170
1997   8   103.793     0.179   101.704     0.319   102.748     0.183
1997   9   103.714     0.278   101.889     0.192   102.802     0.166
1997  10   103.636     0.190   101.324     0.222   102.480     0.146
1997  11   103.568     0.200   101.924     0.282   102.746     0.177
1997  12   103.654     0.245   101.628     0.326   102.641     0.204
1998   1   103.448     0.225   101.697     0.373   102.572     0.221
1998   2   103.540     0.184   101.644     0.297   102.592     0.173
1998   3   103.705     0.323   101.207     0.241   102.456     0.201
1998   4   103.374     0.298   100.867     0.215   102.121     0.187
1998   5   103.164     0.236   101.198     0.155   102.181     0.139
1998   6   103.148     0.209   100.852     0.268   102.000     0.171
1998   7   103.038     0.164   100.944     0.272   101.991     0.157
1998   8   102.927     0.284   100.460     0.143   101.693     0.158
1998   9   102.680     0.147   100.773     0.167   101.727     0.110
1998  10   102.585     0.171   100.705     0.168   101.645     0.119
1998  11   102.804     0.171   101.244     0.342   102.024     0.190
1998  12   102.487     0.204   101.000     0.159   101.744     0.132
1999   1   102.231     0.198   100.910     0.239   101.570     0.153
1999   2   102.170     0.160   101.037     0.286   101.603     0.163
1999   3   102.468     0.128   100.735     0.226   101.601     0.131
1999   4   102.197     0.159   101.052     0.124   101.624     0.101
1999   5   102.039     0.237   100.020     0.288   101.030     0.187
1999   6   101.993     0.241   100.204     0.334   101.099     0.212
1999   7   101.384     0.124    99.874     0.184   100.629     0.112
1999   8   101.435     0.162   100.041     0.126   100.738     0.102
1999   9   101.575     0.146    99.777     0.166   100.676     0.108
1999  10   101.525     0.175    99.835     0.215   100.680     0.141
1999  11   101.242     0.142    99.908     0.139   100.575     0.102
1999  12   101.184     0.197    99.982     0.395   100.583     0.216
2000   1   101.197     0.165   100.130     0.196   100.663     0.128
2000   2   101.019     0.165    99.797     0.177   100.408     0.124
2000   3   100.714     0.194    99.385     0.289   100.049     0.171
2000   4   100.571     0.254    99.190     0.262    99.881     0.182
2000   5   100.762     0.162    98.757     0.284    99.759     0.165
2000   6   100.626     0.200    98.316     0.363    99.471     0.207
2000   7   100.347     0.250    98.300     0.238    99.323     0.173
2000   8   100.636     0.235    98.355     0.306    99.495     0.198
2000   9   100.287     0.146    98.078     0.249    99.183     0.140
2000  10   100.375     0.213    98.296     0.176    99.336     0.140
2000  11   100.624     0.167    98.635     0.347    99.629     0.194
2000  12   100.503     0.169    98.671     0.257    99.587     0.155
2001   1   100.477     0.213    98.848     0.318    99.662     0.193
2001   2   100.047     0.161    97.824     0.149    98.935     0.110
2001   3    99.946     0.174    98.220     0.134    99.083     0.109
2001   4   100.129     0.132    97.680     0.283    98.905     0.155
2001   5    99.961     0.227    97.947     0.159    98.954     0.135
2001   6    99.863     0.189    97.706     0.147    98.784     0.120
2001   7    99.743     0.181    97.454     0.241    98.599     0.154
2001   8    99.545     0.144    97.641     0.320    98.593     0.176
2001   9    99.629     0.176    97.350     0.248    98.490     0.153
2001  10    99.650     0.200    97.412     0.297    98.531     0.174
2001  11    99.583     0.154    97.135     0.359    98.359     0.198
2001  12    99.389     0.209    97.107     0.222    98.248     0.150
2002   1    99.150     0.146    97.364     0.139    98.257     0.101
2002   2    99.073     0.146    97.410     0.224    98.241     0.135
2002   3    99.101     0.123    97.136     0.194    98.119     0.115
2002   4    98.955     0.172    96.532     0.131    97.744     0.107
2002   5    98.599     0.095    96.502     0.220    97.551     0.119
2002   6    98.585     0.148    96.408     0.184    97.496     0.117
2002   7    98.350     0.166    96.379     0.173    97.365     0.120
2002   8    98.243     0.137    96.259     0.156    97.251     0.104
2002   9    98.543     0.145    96.016     0.208    97.280     0.128
2002  10    98.470     0.149    96.311     0.270    97.390     0.150
2002  11    98.304     0.230    96.320     0.326    97.312     0.197
2002  12    98.472     0.323    96.093     0.185    97.282     0.191
2003   1    97.856     0.103    95.815     0.173    96.836     0.104
